420
247,6
247,6
247,6
247,6
247,6
247,6
247,6
247,6
247,6
247,6
247,6
247,6
247,6
247,6
247,6
247,6
247,6
247,6
247,6
247,6
247,6
247,8
247,8
247,8
247,8
247,6
247,8
247,8
247,8
247,8
247,8
247,8
247,8
247,8
247,8
247,8
247,8
247,8
247,8
248,2
248,2
248,2
248,2
248,2
248,2
248,2
248,2
248,2
248,2
248,2
248,2
248,2
248,2
248,6
248,6
248,6
248,6
248,6
248,6
248,6
248,6
248,6
248,6
248,6
248,6
248,6
248,6
248,6
248,8
248,8
248,8
248,8
248,8
248,8
248,8
248,8
248,8
248,8
249,2
249,2
249,2
249,2
249,2
249,2
249,2
249,2
249,2
249,2
249,2
249,2
249,2
249,2
249,2
249,2
249,2
249,2
249,6
249,6
249,6
249,6
249,6
249,6
249,6
249,6
249,6
249,8
249,8
249,8
249,8
249,8
249,8
249,8
249,8
249,8
249,8
249,8
250,2
250,2
250,2
250,2
250,2
250,2
250,2
250,2
250,6
250,6
250,6
250,6
250,6
250,6
250,6
250,8
250,8
250,8
250,8
250,8
250,8
250,8
250,8
251,2
251,2
251,2
251,2
251,2
251,2
251,2
251,6
251,6
251,6
251,6
251,6
251,6
251,6
251,8
251,8
251,8
251,8
252,2
252,2
252,2
252,2
252,2
252,6
252,6
252,6
252,6
252,6
252,6
252,8
252,8
252,8
252,8
253,2
253,2
253,2
253,2
253,2
253,6
253,6
253,6
253,6
253,6
253,8
253,8
253,8
253,8
254,2
254,2
254,2
254,2
254,2
254,2
254,6
254,6
254,6
254,6
254,8
254,8
254,8
254,8
254,8
254,8
254,8
255,2
255,2
255,2
255,2
255,2
255,6
255,6
255,6
255,6
255,6
255,6
255,8
255,8
255,8
255,8
255,8
255,8
255,8
255,8
256,2
256,2
256,2
256,2
256,2
256,2
256,6
256,6
256,6
256,6
256,6
256,6
256,8
256,8
256,8
256,8
256,8
257,2
257,2
257,2
257,2
257,2
257,6
257,6
257,6
257,6
257,6
257,6
257,8
257,8
257,8
257,8
257,8
257,8
258,2
258,2
258,2
258,2
258,2
258,6
258,6
258,6
258,6
258,6
258,6
258,8
258,8
258,8
258,8
259,2
259,2
259,2
259,2
259,6
259,6
259,6
259,6
